,pull_request_id,numEmoji,merged
770,16832149,1,1
771,16900472,1,1
772,16769034,1,1
773,16898025,1,1
774,16892623,1,1
775,15774134,1,1
776,16916501,1,1
777,16925636,1,1
778,16867054,1,1
779,15057182,1,1
780,16926765,1,1
781,16897634,2,1
782,16596071,1,0
783,16926457,1,1
784,16899015,1,1
785,15630284,1,1
786,16893196,1,1
787,16906606,11,1
788,16980376,1,1
789,16932822,1,1
790,16932956,1,1
791,16995712,4,1
792,16948243,3,0
793,17005648,1,1
794,16943940,1,1
795,16195644,1,1
796,17011622,1,0
797,16721490,1,1
798,17027419,1,1
799,17014984,1,1
800,17034324,1,1
801,17042285,1,1
802,17043692,1,1
803,16983196,2,1
804,17002282,1,0
805,17036181,2,1
806,17038100,1,1
807,17071507,1,1
808,17073491,1,1
809,16943972,1,1
810,16360823,1,1
811,17058241,1,1
812,17058273,1,1
813,17060864,1,1
814,17092205,2,1
815,17096784,1,1
816,17029657,3,1
817,16828529,1,1
818,17108092,1,0
819,17135246,1,1
820,17112544,1,0
821,17126279,3,1
822,17157448,3,1
823,17166624,1,1
824,17184570,1,1
825,17190365,1,1
826,17188138,2,0
827,17071824,1,1
828,16485434,3,1
829,17201503,1,1
830,17189134,1,1
831,17213764,7,1
832,17136947,2,1
833,17210914,9,1
834,13862257,1,0
835,17223836,2,1
836,17217480,1,1
837,17204057,1,1
838,17222927,1,1
839,17076958,3,1
840,17229296,1,1
841,17235356,1,0
842,17229860,1,1
843,17229517,3,1
844,17241643,1,1
845,17192543,1,1
846,16413018,1,1
847,17231511,2,1
848,17232125,1,1
849,17167953,1,1
850,17230001,1,1
851,17272100,1,0
852,16827312,1,1
853,17079092,1,1
854,17253105,1,1
855,16542364,1,0
856,17256143,1,1
857,17288332,1,1
858,17264033,1,1
859,17290780,1,1
860,17017852,3,1
861,17296606,2,1
862,17205741,1,1
863,17290716,1,1
864,17314196,1,1
865,17301600,1,1
866,17318704,1,1
867,17190890,1,1
868,17307124,1,0
869,17316307,3,1
870,17352671,1,1
871,17314949,1,1
872,17298784,1,1
873,17341564,1,1
874,17349492,1,1
875,16999571,1,0
876,17318831,1,1
877,17193761,1,1
878,17384212,1,0
879,17299913,1,1
880,17317937,1,1
881,17409317,1,1
882,17415207,1,1
883,17417958,1,1
884,17395162,2,1
885,17171232,1,1
886,17416676,1,1
887,17409131,1,1
888,17417533,1,1
889,17408578,1,1
890,17424472,1,1
891,17096069,1,0
892,17436421,1,1
893,17414680,1,1
894,17426291,1,1
895,17422793,1,1
896,17442710,1,1
897,17391879,7,1
898,17448090,1,1
899,17448113,2,1
900,16990467,1,0
901,17452609,1,1
902,16768996,1,1
903,16359412,10,1
904,17198671,1,1
905,17392592,3,0
906,17458341,1,1
907,17276843,1,1
908,17337903,1,1
909,17499195,1,1
910,17499210,1,1
911,17383565,1,1
912,17526546,1,1
913,17504371,1,1
914,17508828,2,1
915,17516455,1,1
916,17556745,1,1
917,17563472,1,1
918,17568560,1,1
919,17472679,1,1
920,17577692,1,1
921,17559906,3,0
922,17490404,1,1
923,17519251,26,1
924,17575783,2,1
925,17530298,1,1
926,17578314,1,1
927,17461124,2,1
928,17519685,1,1
929,17600364,1,1
930,17519091,3,1
931,17455116,1,1
932,17600288,1,1
933,17591360,1,1
934,17601830,1,1
935,17605266,8,1
936,17607047,1,1
937,17609060,1,1
938,16223679,20,1
939,17391939,2,1
940,17592608,19,1
941,17461913,1,1
942,17594583,2,1
943,17610676,2,1
944,17503355,1,1
945,17619746,1,1
946,17621292,1,1
947,17620329,6,1
948,17449466,2,1
949,17622717,1,1
950,17608556,1,1
951,17261641,3,1
952,17661492,1,0
953,17617497,1,1
954,17683744,1,1
955,17685130,1,1
956,16620546,1,1
957,17446992,6,1
958,17722179,1,1
959,17710600,9,1
960,17534729,1,0
961,17755644,1,1
962,17761601,1,1
963,17620251,1,1
964,17759575,1,1
965,17724901,12,1
966,17687493,1,1
967,17484802,1,1
968,17618606,1,1
969,17780374,1,1
970,17822645,2,1
971,17812136,7,1
972,17781333,1,1
973,17826112,1,1
974,17849476,2,1
975,17825341,1,1
976,17750234,2,1
977,17861400,1,1
978,17861122,1,1
979,17818936,1,1
980,17871306,1,1
981,17874921,1,1
982,17851777,1,1
983,17886705,1,1
984,16800878,1,1
985,17794246,1,1
986,17790313,2,1
987,17509280,1,1
988,16914896,1,1
989,17924538,1,1
990,17881419,1,0
991,17935202,2,0
992,17865665,1,1
993,17927891,2,1
994,17958775,1,1
995,17940873,5,0
996,17967243,1,1
997,17957693,1,1
998,17478719,1,1
999,17816971,1,1
1000,17881516,1,1
1001,17977857,1,0
1002,17609519,1,1
1003,17601285,5,1
1004,17993999,1,0
1005,17988645,1,1
1006,18001579,1,1
1007,18005294,1,1
1008,17601123,1,1
1009,18010728,1,0
1010,17891172,1,1
1011,18020731,1,1
1012,17969761,1,1
1013,18004039,1,1
1014,17947018,1,1
1015,17974556,1,0
1016,18007203,3,0
1017,17952540,2,1
1018,18031957,1,1
1019,18027558,1,1
1020,17284643,10,1
1021,18042019,1,1
1022,18042625,1,1
1023,18051837,1,1
1024,17832643,1,1
1025,18051030,1,1
1026,18055775,1,1
1027,12039754,1,0
1028,17986716,1,1
1029,18022336,1,1
1030,18061814,1,1
1031,17979774,1,1
1032,17863810,1,1
1033,18005013,1,1
1034,17916871,1,1
1035,18087682,1,1
1036,18065262,1,1
1037,18083567,1,1
1038,18068815,1,1
1039,18089448,1,1
1040,18112812,2,1
1041,17523302,1,1
1042,18027302,2,0
1043,18025174,1,1
1044,18145169,1,1
1045,18146917,1,1
1046,18136986,1,0
1047,18096177,2,1
1048,18096456,1,1
1049,18175502,1,1
1050,18052834,19,1
1051,18195259,1,1
1052,18197468,1,1
1053,18052560,1,1
1054,17416688,1,1
1055,18197220,1,1
1056,18224630,2,1
1057,18222966,1,1
1058,18127057,1,1
1059,18235568,1,0
1060,17361727,5,0
1061,17757475,5,0
1062,17757895,3,0
1063,17771012,4,0
1064,17771013,7,0
1065,17774312,6,0
1066,17775801,1,1
1067,18261031,4,1
1068,18207510,1,1
1069,18262769,1,1
1070,17774331,9,0
1071,17774333,4,0
1072,17774350,6,0
1073,18052578,1,1
1074,17774425,8,0
1075,17774474,5,0
1076,18269606,1,1
1077,17774779,6,0
1078,18252837,1,0
1079,18282039,1,0
1080,18292406,1,0
1081,17774938,3,0
1082,17983877,8,0
1083,18300219,1,1
1084,18280682,1,1
1085,18320410,1,1
1086,18329682,2,1
1087,18312990,1,1
1088,18329137,1,1
1089,18275793,1,0
1090,18145902,1,1
1091,18339883,1,1
1092,18337444,1,0
1093,18351153,1,0
1094,14671544,1,1
1095,17279153,2,1
1096,17846296,1,1
1097,18340947,1,1
1098,18074143,3,1
1099,18402019,1,1
1100,17792208,10,1
1101,18407811,9,1
1102,18394395,1,0
1103,17383383,1,1
1104,18451645,1,1
1105,18461146,1,1
1106,17568203,3,1
1107,17815155,1,1
1108,18469670,1,1
1109,18408833,2,1
1110,18438079,1,1
1111,17933236,1,1
1112,18461273,1,1
1113,18426527,27,0
1114,18492653,1,1
1115,18500883,3,0
1116,18491527,1,1
1117,18438519,1,1
1118,18419374,1,1
1119,18487141,2,1
1120,18516795,1,1
1121,18353629,1,1
1122,18206070,1,1
1123,18057523,1,1
1124,18515415,1,1
1125,18522465,1,1
1126,18550062,1,1
1127,17609469,1,1
1128,18555845,1,0
1129,18431650,1,1
1130,18558942,1,1
1131,18576178,1,1
1132,18510353,2,1
1133,18600279,2,1
1134,18563657,1,1
1135,18605608,1,1
1136,18570456,2,1
1137,18474599,1,0
1138,18613080,1,1
1139,18615931,1,1
1140,18446191,2,1
1141,18623720,3,1
1142,18478114,12,0
1143,18404454,1,0
1144,18640666,1,1
1145,18653659,1,1
1146,16682729,1,0
1147,18526979,1,0
1148,18685812,2,0
1149,18553634,4,1
1150,18683363,1,0
1151,18676309,1,1
1152,18701143,1,1
1153,18709067,1,1
1154,18686442,1,1
1155,18726476,1,1
1156,18729929,2,1
1157,18660165,1,1
1158,18545246,1,1
1159,18714518,1,1
1160,18605488,1,1
1161,18727835,1,1
1162,18288147,1,1
1163,18751597,2,1
1164,18719742,1,1
1165,18730590,2,1
1166,18610557,1,1
1167,18789009,1,1
1168,18678432,3,1
1169,18752264,1,1
1170,18822195,1,1
1171,17990691,1,1
1172,18822992,3,1
1173,18833135,1,1
1174,18494218,1,1
1175,18852273,3,1
1176,17969470,2,1
1177,18853295,1,0
1178,18520404,1,1
1179,18872629,2,0
1180,18854996,1,1
1181,18903753,1,1
1182,18897733,1,1
1183,16375766,1,1
1184,18853270,1,1
1185,18563220,1,1
1186,18840722,2,1
1187,18363730,1,0
1188,18902359,1,1
1189,18942350,1,1
1190,18637824,2,1
1191,18905660,2,1
1192,17297497,16,1
1193,18926859,1,1
1194,18761477,2,1
1195,18867198,4,1
1196,18776090,1,0
1197,18946289,1,0
1198,18927292,2,1
1199,19013870,1,1
1200,18956109,3,1
1201,19007536,1,1
1202,18916844,14,1
1203,19026545,1,1
1204,18789444,4,0
1205,19018987,1,0
1206,19015662,2,0
1207,18977023,1,1
1208,18776487,1,1
1209,19053303,1,1
1210,19053666,1,0
1211,18838178,1,1
1212,18964178,1,1
1213,19071612,1,0
1214,16167192,1,0
1215,19053513,1,1
1216,19081907,1,1
1217,19049618,1,1
1218,18166756,2,1
1219,19092869,2,0
1220,19100928,1,1
1221,18658142,1,1
1222,19101094,4,1
1223,19108184,1,1
1224,19083775,1,1
1225,19106435,10,1
1226,19061299,1,1
1227,19075542,1,0
1228,19151754,1,1
1229,19121216,1,1
1230,19158822,1,1
1231,10417491,19,0
1232,17923424,5,1
1233,19186583,2,0
1234,19195025,2,1
1235,19204671,1,0
1236,19204410,2,1
1237,19199069,1,1
1238,19225826,2,1
1239,19170707,4,1
1240,19177410,2,1
1241,19176277,1,1
1242,19241812,1,0
1243,19226876,1,0
1244,19175643,1,1
1245,17763137,1,0
1246,18467251,2,0
1247,19175642,1,0
1248,19231466,1,1
1249,19265068,1,0
1250,19019117,1,1
1251,19228342,1,1
1252,19262563,2,1
1253,19269264,1,1
1254,19274945,1,0
1255,19270307,1,1
1256,19126173,1,1
1257,18893022,1,1
1258,17185946,1,1
1259,19301857,1,0
1260,19273217,1,1
1261,19300159,2,0
1262,19305544,1,1
1263,19315729,1,0
1264,19326185,1,1
1265,19330546,1,0
1266,18900579,1,0
1267,19306150,1,1
1268,19247670,1,1
1269,19340965,2,1
1270,19288870,2,1
1271,19238043,1,0
1272,17485891,1,1
1273,19337425,1,1
1274,19194012,1,1
1275,18996580,1,1
1276,19381990,1,1
1277,19040760,1,0
1278,19343011,1,0
1279,11517182,1,0
1280,19385877,1,1
1281,18746659,1,1
1282,19370261,1,1
1283,19285723,1,1
1284,19431300,1,1
1285,19429286,1,1
1286,19433671,1,1
1287,19381309,1,1
1288,19160669,1,1
1289,19299700,1,1
1290,19429046,5,1
1291,19390192,2,1
1292,19462450,5,0
1293,19466363,1,1
1294,19467768,1,1
1295,19331803,8,1
1296,19140100,1,1
1297,18963114,1,0
1298,19458768,1,1
1299,19435045,1,1
1300,19308049,1,0
1301,19347077,1,1
1302,19500555,1,0
1303,19507580,1,1
1304,19464669,1,1
1305,19504032,1,0
1306,19392424,1,1
1307,18044484,24,1
1308,19471475,1,0
1309,19530367,1,1
1310,19515155,1,0
1311,19495233,1,1
1312,19531770,2,1
1313,19519074,1,1
1314,19515246,1,1
1315,19307746,1,1
1316,19548331,2,1
1317,19255576,1,1
1318,19528997,1,0
1319,19553702,3,1
1320,18517762,1,1
1321,19530858,1,1
1322,19578331,1,1
1323,19555223,1,0
1324,19553422,1,1
1325,19590459,1,0
1326,19620859,1,0
1327,19562232,2,1
1328,18640966,1,1
1329,19640065,1,1
1330,19353758,1,1
1331,18950319,1,1
1332,19644956,1,1
1333,19596026,1,0
1334,19653540,1,0
1335,19646094,1,0
1336,19657012,1,1
1337,19639325,1,0
1338,19643639,2,1
1339,19649801,2,1
1340,19670134,1,1
1341,19670570,2,1
1342,19650978,1,0
1343,19679189,2,1
1344,19663840,1,1
1345,19681133,1,1
1346,19701447,1,1
1347,19630769,1,0
1348,18662820,1,1
1349,19386795,1,1
1350,19444755,2,1
1351,19743168,1,0
1352,19772712,3,1
1353,19719861,1,1
1354,19719176,1,1
1355,19664918,1,1
1356,19680704,1,1
