,sentiment_label,time_interval
4628,-1,1.752
4629,-1,2.0820000000000003
4630,0,5.814
4631,1,5.3340000000000005
4632,1,2.364
4633,1,4666.482
4634,-1,0.198
4635,1,101.484
4636,1,3.414
4637,1,0.7979999999999999
4638,1,0.816
4639,-1,4.836
4640,-1,31.152
4641,1,2.8680000000000003
4642,-1,1.734
4643,-1,2.8680000000000003
4644,1,1.1640000000000001
4645,1,1.3980000000000001
4646,1,1.7999999999999998
4647,1,3594.582
4648,1,3704.886
4649,-1,68.982
4650,-1,3.9360000000000004
4651,1,6.186
4652,1,6.648
4653,1,10.818
4654,1,2584.182
4655,0,26.736
4656,1,973.998
4657,1,1.686
4658,-1,2183.652
4659,-1,1066.086
4660,-1,2.364
4661,0,2.3339999999999996
4662,-1,315.132
4663,-1,1.266
4664,-1,0.318
4665,1,3.414
4666,1,640.548
4667,1,1.614
4668,1,1694.5859999999998
4669,-1,14.748
4670,1,13.014000000000001
4671,1,0.44999999999999996
4672,1,0.8999999999999999
4673,-1,1.5
4674,1,19.602
4675,1,0.7140000000000001
4676,1,0.7320000000000001
4677,1,15581.616
4678,1,0.44999999999999996
4679,1,6.564
4680,1,3.384
4681,1,1.0139999999999998
4682,1,12.936
4683,-1,2.4480000000000004
4684,1,4.284000000000001
4685,1,3.7319999999999998
4686,-1,5.513999999999999
4687,1,3.066
4688,1,3.5820000000000003
4689,1,1.566
4690,-1,24.336000000000002
4691,1,2.016
4692,1,2.934
4693,-1,0.684
4694,1,14.298
4695,1,7.164000000000001
4696,1,3.564
4697,1,0.432
4698,-1,1.218
4699,1,0.44999999999999996
4700,1,0.44999999999999996
4701,1,37.734
4702,1,13.152000000000001
4703,1,3.336
4704,1,7.284
4705,1,2.016
4706,1,1.068
4707,1,6.168
4708,-1,3.45
4709,1,5.052
4710,1,23.916
4711,1,4.152
4712,1,4.098
4713,1,5.232
4714,1,3.768
4715,1,1.098
4716,-1,2.016
4717,-1,5.034
4718,1,6.348000000000001
4719,1,2.25
4720,1,4.368
4721,-1,1.7999999999999998
4722,-1,0.666
4723,-1,0.252
4724,1,0.636
4725,1,0.666
4726,-1,0.114
4727,-1,1.5
4728,1,2.784
4729,-1,0.198
4730,-1,0.264
4731,-1,0.066
4732,1,151.014
4733,-1,30.534000000000002
4734,1,1399.002
4735,-1,0.348
4736,1,61.602
4737,1,6.336
4738,1,0.9840000000000001
4739,1,19.434
4740,0,2.364
4741,-1,3.4979999999999998
4742,1,2.916
4743,1,9.966
4744,-1,1.452
4745,1,6.414
4746,1,77.532
4747,1,1.584
4748,1,0.966
4749,1,19.817999999999998
4750,0,4.050000000000001
4751,1,2.052
4752,-1,1.4340000000000002
4753,-1,0.8520000000000001
4754,0,2.586
4755,-1,1.032
4756,1,56.802
4757,0,3.018
4758,-1,815.664
4759,1,1255.566
4760,1,0.018
4761,1,3.216
4762,-1,0.786
4763,1,0.15
4764,1,537.336
4765,1,1581.114
4766,1,1.566
4767,1,1.548
4768,-1,8.501999999999999
4769,1,6.402
4770,0,0.534
4771,1,1.548
4772,0,1.284
4773,-1,598.4159999999999
4774,1,9.732000000000001
4775,1,12.714
4776,-1,10.386000000000001
4777,1,37.716
4778,-1,346.61400000000003
4779,-1,2.934
4780,0,5.736000000000001
4781,1,13.097999999999999
4782,1,2.064
4783,1,6.1499999999999995
4784,1,7.0680000000000005
4785,-1,1.386
4786,1,56.664
4787,-1,1.536
4788,-1,209.832
4789,1,1.668
4790,-1,6.666
4791,1,1.65
4792,1,2.3339999999999996
4793,1,2.268
4794,1,16.163999999999998
4795,1,10.302
4796,1,6.882
4797,0,4.968
4798,1,2.718
4799,1,1.1640000000000001
4800,1,0.786
4801,1,3.3
4802,1,3.4979999999999998
4803,1,4.518000000000001
4804,1,7.565999999999999
4805,1,2.136
4806,-1,0.8999999999999999
4807,1,4.884
4808,1,2.652
4809,1,0.44999999999999996
4810,1,3.018
4811,-1,0.348
4812,1,1.9680000000000002
4813,1,46.986000000000004
4814,-1,3.066
4815,1,1.134
4816,1,2.214
4817,-1,28.932000000000002
4818,0,4049.55
4819,-1,11429.034
4820,1,0.684
4821,1,893.616
4822,-1,35.184000000000005
4823,-1,0.498
4824,1,0.666
4825,1,16.200000000000003
4826,1,4.050000000000001
4827,0,35.448
4828,1,12.852
4829,1,103.068
4830,-1,1.734
4831,1,0.198
4832,1,5.382
4833,1,20.418
4834,1,3.282
4835,1,8.766
4836,0,12.816
4837,1,31.266000000000002
4838,0,3625.836
4839,1,11.214
4840,-1,2.064
4841,1,0.336
4842,-1,1.632
4843,1,0.9359999999999999
4844,1,2.418
4845,1,4.584
4846,0,41.886
4847,-1,7159.95
4848,1,3.768
4849,-1,0.9480000000000001
4850,1,1.9500000000000002
4851,-1,0.36600000000000005
4852,0,0.516
4853,0,1.848
4854,0,0.114
4855,0,0.102
4856,1,2.25
4857,-1,0.132
4858,0,19.151999999999997
4859,1,28.098
4860,1,2.136
4861,-1,288.29999999999995
4862,1,2.436
4863,-1,1.1159999999999999
4864,-1,15.564000000000002
4865,-1,1.134
4866,0,1.782
4867,-1,15.552
4868,1,3.198
4869,1,2.298
4870,1,432.15
4871,1,9.713999999999999
4872,0,0.6
4873,-1,246.132
4874,1,1.614
4875,1,3.5999999999999996
4876,1,1.1159999999999999
4877,1,0.318
4878,-1,8.952
4879,1,7.218
4880,1,0.498
4881,1,12.582
4882,1,104.766
4883,-1,0.9480000000000001
4884,-1,3.15
4885,-1,0.336
4886,-1,125.08200000000001
4887,0,9.516
4888,1,2871.636
4889,-1,3.066
4890,1,3.3659999999999997
4891,1,0.114
4892,0,2.8859999999999997
4893,-1,4767.882
4894,1,0.23399999999999999
4895,1,0.198
4896,1,10.752
4897,1,9.852
4898,-1,1.764
4899,-1,11.382
4900,1,0.114
4901,1,3.15
4902,-1,0.7979999999999999
4903,1,9.366
4904,-1,187.65
4905,-1,1.332
4906,1,523.35
4907,0,3.3659999999999997
4908,1,0.9840000000000001
4909,0,4.284000000000001
4910,1,295.836
4911,-1,5.436
4912,1,14.7
4913,1,2.832
4914,1,9.516
4915,1,8.448
4916,-1,153.066
4917,1,190.90200000000002
4918,-1,7.5840000000000005
4919,1,2.016
4920,-1,42.0
4921,1,202.782
4922,-1,1.314
4923,-1,4.836
4924,1,2.85
4925,0,1.332
4926,-1,1015.7339999999999
4927,1,2.85
4928,1,1.9980000000000002
4929,1,452.48400000000004
4930,1,3.702
4931,1,0.618
4932,-1,5455.134
4933,-1,317.88599999999997
4934,1,3.564
4935,1,2.598
4936,0,18741.816000000003
4937,0,1.2
4938,-1,4.014
4939,-1,0.648
4940,1,1.086
4941,-1,2.364
4942,-1,2.3339999999999996
4943,-1,4.002
4944,1,4.548
4945,1,1.716
4946,-1,3.282
4947,1,4.901999999999999
4948,1,0.636
4949,1,0.8999999999999999
4950,-1,18.966
4951,1,1.368
4952,1,9.552
4953,0,62.48400000000001
4954,-1,2.382
4955,1,0.168
4956,1,11.165999999999999
4957,1,2.616
4958,1,152.202
4959,1,30.966
4960,1,0.498
4961,1,2.964
4962,1,0.9840000000000001
4963,1,0.534
4964,-1,1.134
4965,1,6.0840000000000005
4966,1,0.768
4967,1,11.466
4968,-1,0.498
4969,1,0.7140000000000001
4970,-1,1.134
4971,1,1.236
4972,1,0.864
4973,-1,3.432
4974,1,1.602
4975,1,4.218
4976,-1,1.068
4977,1,1.266
4978,-1,1.086
4979,1,1.416
4980,-1,1.686
4981,1,0.636
4982,1,0.9480000000000001
4983,1,0.648
4984,1,3.084
4985,1,0.3
4986,1,4.032
4987,-1,0.7320000000000001
4988,-1,1.332
4989,1,0.36600000000000005
4990,-1,1.716
4991,-1,5.736000000000001
4992,-1,0.7140000000000001
4993,1,33.282
4994,1,0.486
4995,1,1.068
4996,-1,23.034000000000002
4997,1,2.532
4998,1,0.186
4999,1,0.46799999999999997
5000,-1,11.898
5001,1,0.336
5002,-1,0.8520000000000001
5003,1,160.116
5004,-1,0.252
5005,-1,15.402
5006,-1,1.9859999999999998
5007,1,58.086
5008,1,14.016
5009,-1,7.416
5010,1,9.432
5011,1,1.182
5012,1,3.036
5013,1,3.3
5014,-1,12.75
5015,1,1.284
5016,1,10.35
5017,1,10.302
5018,1,1.218
5019,1,16.884
5020,-1,28.782
5021,-1,6.1499999999999995
5022,1,1.1640000000000001
5023,-1,5432.652
5024,1,65.1
5025,-1,5593.152
5026,1,1.632
5027,1,1.032
5028,1,5.214
5029,-1,10.614
5030,1,6.3
5031,1,0.114
5032,-1,0.46799999999999997
5033,1,0.36600000000000005
5034,1,0.5640000000000001
5035,1,1.848
5036,1,0.23399999999999999
5037,-1,4.002
5038,1,0.414
5039,-1,18.618000000000002
5040,1,1.548
5041,0,1376.334
5042,-1,0.198
5043,1,119.016
5044,1,344.13599999999997
5045,1,8.934000000000001
5046,1,28.284
5047,1,1.1159999999999999
5048,1,22.836
5049,1,1.602
5050,1,1712.4360000000001
5051,-1,1.416
5052,-1,1.3499999999999999
5053,-1,178.96800000000002
5054,-1,63.402
5055,0,133.686
5056,1,1.536
5057,1,1.218
5058,1,3.7319999999999998
5059,1,0.084
5060,1,0.432
5061,1,3.402
5062,-1,1.752
5063,-1,2.436
5064,1,0.186
5065,1,8.064
5066,1,24.317999999999998
5067,1,5.868
5068,1,3.9360000000000004
5069,-1,25.302
5070,1,10.152
5071,-1,50.064
5072,1,2.3160000000000003
5073,0,0.75
5074,-1,2.298
5075,-1,9.786
5076,-1,3861.4320000000002
5077,1,9.582
5078,1,3792.732
5079,1,5.016
5080,1,5.532
5081,1,0.9359999999999999
5082,1,2.25
5083,1,131.59799999999998
5084,0,378.01800000000003
5085,0,480.282
5086,1,1.9500000000000002
5087,1,2.568
5088,0,2074.7999999999997
5089,1,6456.048000000001
5090,0,62.736000000000004
5091,1,576.384
5092,1,4123.7339999999995
5093,1,1.602
5094,1,15.936
5095,1,60.263999999999996
5096,1,20.567999999999998
5097,1,49.95
5098,0,154.8
5099,0,7.386
5100,1,0.5640000000000001
5101,1,2.2020000000000004
5102,1,5.466
5103,-1,2.952
5104,1,2.016
5105,1,1.9500000000000002
5106,0,26.916
5107,1,10.764
5108,-1,0.186
5109,1,0.882
5110,1,0.102
5111,-1,19.284000000000002
5112,1,29.436
5113,1,0.318
5114,1,1.086
5115,-1,0.318
5116,-1,1.368
5117,1,2.2319999999999998
5118,1,5.1000000000000005
5119,1,8.184
5120,1,6.336
5121,1,26.436
5122,1,2.418
5123,1,0.7140000000000001
5124,1,49.764
5125,1,1.0139999999999998
5126,1,3.948
5127,1,1.668
5128,1,4.9319999999999995
5129,1,2.016
5130,1,0.486
5131,1,14.316
5132,1,1.05
5133,-1,9.713999999999999
5134,1,0.786
5135,-1,1.536
5136,1,3.648
5137,-1,2.052
5138,1,16.014000000000003
5139,-1,1.752
5140,1,13.751999999999999
5141,0,278.484
5142,-1,1.614
5143,1,2.664
5144,1,66.168
5145,1,223.66799999999998
5146,1,2146.734
5147,-1,1.668
5148,-1,1.05
5149,-1,206.202
5150,1,1.566
5151,1,5.484
5152,1,3.5340000000000003
5153,-1,5.382
5154,1,682.7520000000001
5155,1,2913.798
5156,1,1270.6499999999999
5157,-1,36.216
5158,-1,1098.768
5159,1,1952.5499999999997
5160,-1,42.647999999999996
5161,1,4.734
5162,1,4.614
5163,-1,1.548
5164,1,42.414
5165,1,7.014
5166,1,2.766
5167,-1,29.4
5168,1,0.636
5169,1,7.368
5170,1,4.818
5171,1,2.5500000000000003
5172,1,0.498
5173,1,66.91799999999999
5174,0,16.247999999999998
5175,1,405.15000000000003
5176,1,6.432
5177,0,110.214
5178,1,8.867999999999999
5179,1,1146.6
5180,-1,5.082
5181,-1,5.598
5182,-1,40.584
5183,-1,0.636
5184,-1,1.098
5185,1,1290.0359999999998
5186,1,1.2
5187,-1,2.4480000000000004
5188,1,4.1819999999999995
5189,1,1.686
5190,1,9.984
5191,-1,25.014
5192,1,2.052
5193,1,3.036
5194,1,11.736
5195,1,2.652
5196,1,1.302
5197,1,3.7319999999999998
5198,1,3.384
5199,1,9.036000000000001
5200,-1,63.797999999999995
5201,1,0.7979999999999999
5202,1,0.8520000000000001
5203,1,2.184
5204,-1,5.232
5205,1,2.568
5206,-1,4.314
5207,1,0.3
5208,-1,2397.132
5209,1,1.266
5210,1,1.002
5211,1,3.018
5212,1,13.836
5213,1,15.581999999999999
5214,1,1477.5
5215,-1,0.516
5216,1,79.818
5217,1,0.168
5218,-1,6.617999999999999
5219,1,105.186
5220,-1,7.266
5221,1,12.534
5222,1,1.416
5223,-1,2.898
5224,0,2451.486
5225,-1,17.25
5226,-1,0.114
5227,0,42.564
5228,-1,8.916
5229,1,73.68599999999999
5230,1,0.198
5231,1,8.316
5232,-1,2.136
5233,1,25.986
5234,1,1043.916
5235,-1,65.136
5236,-1,5.136
5237,0,56.85
5238,-1,3.8519999999999994
5239,1,0.44999999999999996
5240,1,3.786
5241,1,152.25
5242,1,1007.184
5243,1,2.982
5244,1,3.216
5245,1,882.264
5246,1,0.23399999999999999
5247,1,947.8499999999999
5248,1,1.05
5249,-1,638.682
5250,1,2.8859999999999997
5251,0,2618.85
5252,-1,2.016
5253,1,5.868
5254,1,1264.266
5255,1,7.35
5256,1,6.402
5257,1,0.402
5258,1,4.901999999999999
5259,1,19.302
5260,1,16340.831999999999
5261,1,0.636
5262,0,1.548
5263,1,446.766
5264,1,17.136000000000003
5265,1,5.886
5266,1,1.386
5267,1,6.468
5268,1,9.582
5269,-1,2.0820000000000003
5270,-1,77.784
5271,1,2.0820000000000003
5272,1,0.882
5273,1,3.198
5274,1,0.168
5275,1,6.048
5276,1,6.018
5277,1,3.75
5278,1,3.15
5279,0,1.3499999999999999
5280,1,3.3
5281,1,179.81400000000002
5282,-1,1.182
5283,1,2.118
5284,1,0.23399999999999999
5285,1,26.784000000000002
5286,-1,0.414
5287,-1,55.068
5288,1,0.7320000000000001
5289,1,0.132
5290,1,34.848
5291,1,3.066
5292,1,1.536
5293,1,3.9360000000000004
5294,1,2.784
5295,-1,1.3499999999999999
5296,1,245.31599999999997
5297,-1,2.25
5298,-1,3.984
5299,1,1.2
5300,1,0.882
5301,-1,0.3
5302,-1,2.268
5303,-1,0.816
5304,-1,2.25
5305,1,18.048000000000002
5306,1,118.782
5307,1,135.402
5308,1,1.884
5309,1,4.002
5310,1,3.1020000000000003
5311,-1,79.716
5312,0,0.198
5313,1,1.65
5314,-1,5.3340000000000005
5315,1,125.65199999999999
5316,-1,2.3339999999999996
5317,-1,168.048
5318,1,1.368
5319,1,10.818
5320,1,38.148
5321,1,2.934
5322,-1,2.2020000000000004
5323,1,48.918
5324,-1,2.982
5325,-1,3.4859999999999998
5326,-1,2.5500000000000003
5327,1,7.602
5328,1,39.401999999999994
5329,1,371.766
5330,1,28.998
5331,1,3.282
5332,-1,16.698
5333,0,0.3
5334,-1,196.99800000000002
5335,1,1.734
5336,-1,0.384
5337,1,2.934
5338,1,2.166
5339,1,0.636
5340,1,0.786
5341,1,6.048
5342,-1,0.684
5343,-1,1.698
5344,1,2.8680000000000003
5345,1,2.616
5346,-1,5.136
5347,1,3.048
5348,1,4.914
5349,1,1.752
5350,1,0.15
5351,1,0.9179999999999999
5352,1,1.632
5353,1,147.102
5354,1,1.236
5355,-1,12.15
5356,1,1.536
5357,1,11.25
5358,1,0.864
5359,1,1.332
5360,1,3.318
5361,1,6.617999999999999
5362,1,1.602
5363,1,6.684
5364,-1,1063.248
5365,1,1.302
5366,0,493.06800000000004
5367,-1,800.034
5368,0,0.486
5369,1,4.398000000000001
5370,-1,1.716
5371,1,3.684
5372,1,0.084
5373,1,0.384
5374,1,0.486
5375,1,0.15
5376,0,1817.184
5377,1,0.864
5378,1,24.036
5379,1,0.384
5380,1,3.168
5381,1,131.802
5382,-1,1.536
5383,-1,1.3499999999999999
5384,1,0.864
5385,0,3973.7819999999997
5386,-1,4.901999999999999
5387,1,7.668
5388,1,7.5
5389,1,2.286
5390,1,4.116
5391,1,383.352
5392,1,3.3659999999999997
5393,-1,1.8659999999999999
5394,1,3.0
5395,-1,4.032
5396,-1,7.6979999999999995
5397,1,36.648
5398,1,0.834
5399,1,1.098
5400,-1,0.768
5401,-1,3.234
5402,1,1.002
5403,1,68.25
5404,1,7.386
5405,-1,1.068
5406,1,0.9179999999999999
5407,1,3.084
5408,1,11785.416
5409,0,1.698
5410,1,0.23399999999999999
5411,0,0.9480000000000001
5412,-1,7.236
5413,-1,0.7140000000000001
5414,1,0.432
5415,-1,1.452
5416,1,0.384
5417,-1,0.75
5418,1,1.3499999999999999
5419,0,14.502
5420,0,319.34999999999997
5421,1,505.08600000000007
5422,1,16.133999999999997
5423,1,1.3499999999999999
5424,1,2.4
5425,1,128.898
5426,1,7.763999999999999
5427,1,7.986
5428,1,4.134
5429,-1,1.7999999999999998
5430,1,10.05
5431,-1,3.084
5432,-1,21.552
5433,1,0.8520000000000001
5434,1,0.102
5435,1,0.882
5436,1,36.983999999999995
5437,-1,843.75
5438,1,1.266
5439,1,6.102
5440,1,2.352
5441,1,1.452
5442,1,1.134
5443,1,542.5020000000001
5444,1,6.648
5445,1,4.716
5446,0,0.516
5447,-1,2.598
5448,1,1.764
5449,1,1.098
5450,1,0.7979999999999999
5451,1,0.44999999999999996
5452,1,1.248
5453,1,1.5
5454,1,2.802
5455,1,11.814
5456,-1,4.8
5457,-1,76.002
5458,1,10.116
5459,-1,2.25
5460,1,0.384
5461,1,94760.598
5462,-1,1074.018
5463,0,19.602
5464,1,2.382
5465,1,1511.532
5466,-1,0.9840000000000001
5467,-1,0.066
5468,1,171.516
5469,-1,4.068
5470,-1,4.6979999999999995
5471,-1,5.448
5472,-1,4.968
5473,-1,12730.398000000001
5474,1,773.382
5475,1,10.518
5476,1,1.884
5477,1,1.566
5478,1,3.1020000000000003
5479,1,40.032000000000004
5480,1,1.632
5481,1,37.8
5482,1,0.498
5483,1,1.266
5484,0,283.764
5485,1,11.064
5486,-1,4.116
5487,1,2.364
5488,1,2.436
5489,1,1.584
5490,-1,2.8680000000000003
5491,1,0.114
5492,1,2.532
5493,1,1.134
5494,1,1.932
5495,1,3.036
5496,-1,6.965999999999999
5497,1,3.264
5498,0,0.384
5499,1,0.6
5500,-1,2.532
5501,-1,10.236
5502,1,3.0
5503,1,6.066
5504,-1,1.614
5505,1,1.818
5506,1,11.382
5507,-1,1.5
5508,1,0.5640000000000001
5509,1,893.8019999999999
5510,-1,2.298
5511,1,1.4340000000000002
5512,1,28.698
5513,-1,5.664
5514,1,2.484
5515,1,5.1659999999999995
5516,-1,1.134
5517,1,3.114
5518,1,2.184
5519,1,0.816
5520,1,5.982
5521,-1,0.8520000000000001
5522,1,3.198
5523,1,2.4
5524,-1,1.884
5525,-1,4.416
5526,1,0.6
5527,-1,0.7140000000000001
5528,-1,5.9159999999999995
5529,0,113.81400000000001
5530,1,0.882
5531,-1,2.964
5532,-1,433.836
5533,0,9.366
5534,0,1.182
5535,-1,1.182
5536,1,784.332
5537,0,7.914
5538,-1,1.416
5539,1,0.132
5540,1,0.066
5541,1,1.65
5542,1,0.102
5543,1,0.066
5544,1,0.066
5545,1,0.084
5546,1,0.432
5547,1,0.084
5548,1,0.048
5549,1,1.134
5550,1,0.084
5551,1,73.884
5552,1,0.114
5553,1,0.084
5554,1,0.336
5555,1,0.066
5556,1,0.336
5557,1,0.102
5558,1,0.048
5559,1,0.132
5560,1,0.048
5561,1,0.066
5562,1,0.102
5563,1,0.066
5564,1,0.36600000000000005
5565,1,0.198
5566,0,10.152
5567,1,3.516
5568,1,0.648
5569,1,947.664
5570,1,0.966
5571,1,4.584
5572,0,0.102
5573,0,0.684
5574,0,0.084
5575,-1,0.786
5576,1,18.552
5577,1,3.8160000000000003
5578,1,7.05
5579,1,1401.168
5580,1,2.2020000000000004
5581,1,0.9359999999999999
5582,1,0.7979999999999999
5583,0,1.9680000000000002
5584,-1,2.5020000000000002
5585,-1,220.386
5586,1,2811.084
5587,1,0.666
5588,1,9.918
5589,-1,6.336
5590,1,0.882
5591,1,0.786
5592,-1,0.9359999999999999
5593,-1,4.164000000000001
5594,1,503.31600000000003
5595,-1,1.602
5596,-1,1.602
5597,-1,1510.134
5598,-1,0.102
5599,-1,0.498
5600,0,3.264
5601,1,1.032
5602,1,28.764
5603,-1,83.664
5604,-1,1.002
5605,0,7.848
5606,-1,4.248
5607,1,2.634
5608,0,2.25
5609,1,0.7020000000000001
5610,-1,10.35
5611,1,4.452
5612,1,569.334
5613,-1,5.1000000000000005
5614,1,2.268
5615,1,0.552
5616,-1,3.768
5617,1,13.068
5618,1,0.216
5619,1,3.7979999999999996
5620,1,0.8999999999999999
5621,1,0.318
5622,1,4.002
5623,1,0.5820000000000001
5624,-1,1.3980000000000001
5625,1,0.7320000000000001
5626,1,1232.1
5627,-1,1.818
5628,1,3.7319999999999998
5629,1,217.248
5630,-1,22.631999999999998
5631,1,2.418
5632,1,0.666
5633,1,1.386
5634,1,1.548
5635,1,3.432
5636,0,1.218
5637,0,5.268
5638,-1,1343.202
5639,-1,9.618
5640,0,1.218
5641,-1,5439.666
5642,0,0.834
5643,1,1.848
5644,1,7.5
5645,1,10.632
5646,1,2.682
5647,1,13.235999999999999
5648,-1,1.032
5649,1,836.484
5650,1,3.384
5651,1,7.134
5652,1,15.684000000000001
5653,1,4.386
5654,1,1.8659999999999999
5655,1,2.352
5656,1,3953.4659999999994
5657,0,529.284
5658,-1,0.666
5659,1,4224.618
5660,1,133.818
5661,1,1.5
5662,1,233.964
5663,-1,0.46799999999999997
5664,0,1.716
5665,-1,3.3480000000000003
5666,1,1.0139999999999998
5667,1,2.718
5668,0,21.714
5669,-1,2.832
5670,1,9711.534
5671,1,0.834
5672,-1,0.7320000000000001
5673,-1,0.684
5674,-1,0.768
5675,0,14.832
5676,1,1.416
5677,0,1.152
5678,-1,3542.8979999999997
5679,-1,23.85
5680,-1,1.9680000000000002
5681,-1,3.384
5682,1,149.064
5683,1,319.164
5684,0,0.516
5685,1,603.336
5686,-1,626.952
5687,-1,2.802
5688,-1,2.832
5689,0,4.164000000000001
5690,1,6.936
5691,1,0.348
5692,-1,5970.852
5693,1,47.466
5694,-1,19.398
5695,-1,2.052
5696,1,55.547999999999995
5697,1,0.9359999999999999
5698,1,5.766
5699,1,23.064
5700,1,0.7140000000000001
5701,1,38.982000000000006
5702,-1,114.516
5703,1,4.1819999999999995
5704,1,7.4639999999999995
5705,1,0.318
5706,1,0.534
5707,1,0.432
5708,1,3.9360000000000004
5709,1,4.050000000000001
5710,-1,2.682
5711,1,34.152
5712,0,1.032
5713,0,74.78399999999999
5714,1,13.35
5715,1,2.532
5716,1,0.23399999999999999
5717,1,2.118
5718,1,14.298
5719,1,38.55
5720,1,10.086
5721,-1,5.082
5722,-1,4.2
5723,1,914.9159999999999
5724,1,14.052
5725,1,37.248000000000005
5726,-1,14.484
5727,0,0.7320000000000001
5728,-1,0.28200000000000003
5729,1,3.036
5730,1,4.614
5731,1,0.7979999999999999
5732,-1,706.5
5733,-1,1.734
5734,1,0.168
5735,1,3.132
5736,-1,0.498
5737,-1,0.618
5738,-1,1.932
5739,1,2.298
5740,1,10.998
5741,-1,2.6999999999999997
5742,1,1.764
5743,1,2.5500000000000003
5744,1,2.934
5745,-1,3.564
5746,-1,3.75
5747,-1,0.9179999999999999
5748,1,1.302
5749,-1,1.764
5750,1,1.1159999999999999
5751,1,3.8519999999999994
5752,-1,2.418
5753,1,1.4640000000000002
5754,0,2.4
5755,1,10.398
5756,-1,890.532
5757,1,1.614
5758,-1,0.384
5759,1,1.314
5760,-1,0.44999999999999996
5761,1,0.264
5762,1,25.116000000000003
5763,1,78.3
5764,1,0.28200000000000003
5765,1,6.731999999999999
5766,1,90.89999999999999
5767,-1,5.532
5768,-1,2392.002
5769,1,10.764
5770,-1,2.184
5771,-1,1.686
5772,1,1096.068
5773,1,119.41799999999999
5774,1,2.352
5775,1,2.8859999999999997
5776,1,6.936
5777,1,1.1159999999999999
5778,1,4.332
5779,1,5.766
5780,1,2.3160000000000003
5781,1,0.9359999999999999
5782,1,0.252
5783,1,0.216
5784,1,1.518
5785,1,0.216
5786,0,4.968
5787,-1,0.44999999999999996
5788,-1,0.44999999999999996
5789,-1,6.468
5790,1,5.316
5791,0,1.902
5792,1,143.202
5793,1,10.932
5794,1,16.433999999999997
5795,1,9.564
5796,1,3.7979999999999996
5797,1,0.618
5798,0,2.682
5799,1,0.648
5800,0,0.168
5801,0,0.102
5802,1,4.782
5803,-1,3.216
5804,-1,14592.684
5805,1,5.1000000000000005
5806,1,29.136
5807,1,3.15
5808,1,0.264
5809,1,5.55
5810,-1,7.014
5811,-1,5.25
5812,-1,0.3
5813,1,15.348000000000003
5814,1,13.235999999999999
5815,-1,10.032
5816,-1,0.8999999999999999
5817,1,7.152
5818,1,1.848
5819,1,0.168
5820,1,2.214
5821,1,5.202
5822,1,90.648
5823,1,0.966
5824,1,13.235999999999999
5825,1,13.097999999999999
5826,-1,1110.534
5827,-1,2432.682
5828,-1,4.95
5829,1,10.986
5830,1,5.886
5831,1,3.432
5832,1,4.218
5833,-1,5.136
5834,1,3.1020000000000003
5835,0,1.734
5836,0,0.198
5837,1,1.734
5838,0,35.934
5839,1,0.684
5840,1,13.266
5841,0,0.048
5842,1,1.482
5843,0,0.7020000000000001
5844,-1,42.065999999999995
5845,1,1682.298
5846,1,3.9360000000000004
5847,0,4.998
5848,1,1.65
5849,1,0.8999999999999999
5850,1,106.26599999999999
5851,-1,1.284
5852,-1,0.498
5853,-1,2.4480000000000004
5854,1,1.4340000000000002
5855,1,5.268
5856,1,0.168
5857,-1,0.6
5858,1,1.152
5859,1,1.614
5860,-1,1.8659999999999999
5861,1,259.782
5862,1,9.648
5863,1,4.284000000000001
5864,-1,1.518
5865,1,0.28200000000000003
5866,1,0.336
5867,1,53.934000000000005
5868,1,1.686
5869,1,2.934
5870,0,8.982
5871,1,0.084
5872,1,0.048
5873,1,3949.7340000000004
5874,1,0.048
5875,1,11.514
5876,1,0.552
5877,1,23.567999999999998
5878,-1,0.516
5879,-1,247.26600000000002
5880,1,5.832
5881,-1,1.332
5882,-1,1.602
5883,1,836.25
5884,-1,1.368
5885,1,1.452
5886,1,1.698
5887,-1,1320.336
5888,1,1.566
5889,1,13.613999999999999
5890,-1,0.252
5891,1,1.632
5892,1,3.516
5893,-1,7.5
5894,-1,0.414
5895,-1,20.849999999999998
5896,1,0.336
5897,1,0.23399999999999999
5898,0,1.3499999999999999
5899,0,0.23399999999999999
5900,-1,22.068
5901,1,3.282
5902,0,986.586
5903,1,6.516
5904,1,4.764
5905,1,1.752
5906,1,2.364
5907,-1,2.1
5908,1,3.186
5909,0,0.816
5910,1,22.151999999999997
5911,1,2.802
5912,1,4.236
5913,1,0.414
5914,1,5.3340000000000005
5915,1,26.664
5916,-1,29.064
5917,1,2538.318
5918,1,7.386
5919,-1,0.882
5920,1,6.0
5921,1,14.597999999999999
5922,1,0.864
5923,1,1.698
5924,-1,755.502
5925,1,0.336
5926,1,0.768
5927,1,2.664
5928,-1,7.763999999999999
5929,-1,3.414
5930,-1,0.7020000000000001
5931,1,2.0820000000000003
5932,1,7.386
5933,1,7.65
5934,1,1.932
5935,1,1.518
5936,1,1.05
5937,1,1.4340000000000002
5938,1,1.002
5939,1,2.034
5940,-1,0.6
5941,-1,0.816
5942,1,7.602
5943,1,1.332
5944,1,5.1000000000000005
5945,-1,0.498
5946,-1,26.982
5947,0,3.618
5948,-1,1103.616
5949,-1,2.382
5950,0,9.768
5951,-1,4.764
5952,-1,1.098
5953,1,1.236
5954,-1,11.034
5955,-1,39151.932
5956,0,50.85
5957,1,11.298
5958,1,0.102
5959,1,0.684
5960,1,0.084
