,sentiment_label,time_interval
553,1,1.332
554,1,104.33399999999999
555,0,76.002
556,1,0.402
557,1,2.532
558,1,1.002
559,1,12717.0
560,1,1.614
561,1,1.4640000000000002
562,0,665.0640000000001
563,1,48.348
564,1,3.714
565,-1,37.932
566,1,0.8520000000000001
567,1,54.581999999999994
568,1,0.9179999999999999
569,1,114.366
570,0,0.786
571,1,46.116
572,1,1.584
573,1,10.602
574,1,1.632
575,0,914.898
576,1,2.748
577,1,1.182
578,1,0.168
579,-1,30.648000000000003
580,0,0.9480000000000001
581,-1,702.132
582,0,4.068
583,-1,0.102
584,1,0.432
585,-1,10.314
586,0,0.216
587,0,0.198
588,0,0.084
589,1,0.75
590,-1,10.200000000000001
591,1,0.498
592,1,0.9480000000000001
593,0,0.7140000000000001
594,-1,844.0980000000001
595,1,160.266
596,-1,12.864
597,0,311.148
598,1,1.482
599,0,11.652000000000001
600,1,1.548
601,1,1188.798
602,-1,9.017999999999999
603,1,2.2319999999999998
604,1,7.602
605,1,0.864
606,0,43.914
607,0,4.032
608,1,5417.268
609,1,3.282
610,1,4099.548
611,1,68.85
612,-1,0.28200000000000003
613,0,0.6
614,1,6.851999999999999
615,1,1.518
616,1,8.586
617,1,0.5820000000000001
618,-1,2718.786
619,1,1.4640000000000002
620,0,745.602
621,1,1265.052
622,0,81.96600000000001
623,1,6.834
624,-1,5.364
625,1,1.068
626,1,5.016
627,1,232.602
628,1,0.048
629,0,1.932
630,1,4.914
631,1,0.636
632,1,135.048
633,1,3.648
634,1,0.684
635,1,6.7860000000000005
636,1,7.763999999999999
637,1,2.616
638,-1,1.0139999999999998
639,-1,3.252
640,1,2.8680000000000003
641,1,1.716
642,-1,0.9179999999999999
643,1,2.664
644,-1,5.148
645,1,2.766
646,-1,0.5640000000000001
647,0,3.8819999999999997
648,-1,0.618
649,1,21.785999999999998
650,1,2.916
651,1,2.034
652,-1,4.8660000000000005
653,1,1290.2640000000001
654,1,4.764
655,1,0.384
656,1,18.701999999999998
657,1,19.517999999999997
658,1,263.214
659,0,1.0139999999999998
660,1,13.866
661,-1,823.884
662,1,3.468
663,0,2.952
664,1,34527.75
665,1,1.068
666,1,2.25
667,0,4.134
668,1,10.098
669,0,1.2
670,-1,94.434
671,0,1.152
672,1,107.35199999999999
673,1,4178.052000000001
674,0,1.416
675,-1,5.082
676,-1,0.384
677,1,0.168
678,1,0.384
679,0,591.102
680,0,1.902
681,-1,7.152
682,1,14.1
683,1,58.086
684,1,0.816
685,1,2224.05
686,1,481.71600000000007
687,1,0.216
688,1,4425.336
689,1,1.9500000000000002
690,1,2.3339999999999996
691,1,4.482
692,1,9.414000000000001
693,1,499.752
694,-1,3.5340000000000003
695,0,2.952
696,1,1.086
697,1,1.0139999999999998
698,1,2.8680000000000003
699,1,46.800000000000004
700,1,7.4639999999999995
701,1,4.014
702,1,3.45
703,-1,18.15
704,1,1.518
705,0,1.698
706,0,1.5
707,1,20.586000000000002
708,1,0.048
709,1,1.2
710,1,0.048
711,0,97.464
712,1,9.384
713,0,0.318
714,1,27.714
715,-1,2.3339999999999996
716,1,29644.998
717,1,3.198
718,1,51.617999999999995
719,1,2.4480000000000004
720,-1,1.8659999999999999
721,0,62.016000000000005
722,-1,139.23600000000002
723,1,953.7660000000001
724,1,134.50199999999998
725,1,1.416
726,1,9.168
727,1,204.45000000000002
728,1,1.0139999999999998
729,-1,15.131999999999998
730,1,10082.652
731,1,2.664
732,1,16.314
733,1,1.266
734,0,3.186
735,1,0.8999999999999999
736,1,0.618
737,1,6.851999999999999
738,1,4.95
739,1,5.568
740,-1,1.698
741,1,2.382
742,0,13611.684000000001
743,0,0.7979999999999999
744,1,4.266
745,1,2.4480000000000004
746,1,2.298
747,1,10.697999999999999
748,0,1285.548
749,1,4.416
750,1,1.098
751,0,2.4659999999999997
752,0,0.5640000000000001
753,0,4.518000000000001
754,-1,960.9479999999999
755,-1,563428.65
756,1,2.766
757,1,2.3160000000000003
758,0,0.534
759,1,4.632000000000001
760,1,8.802
761,1,46.614000000000004
762,-1,40.134
763,1,21.582
764,1,0.486
765,0,1.2
766,0,0.216
767,-1,5.55
768,0,0.36600000000000005
769,0,2.802
770,0,3.216
771,-1,9.552
772,1,1609.986
773,1,37.5
774,-1,5.6339999999999995
775,1,0.048
776,1,11.916
777,1,0.432
778,0,0.168
779,0,1.614
780,1,1.716
781,1,259.848
782,1,78.94800000000001
783,1,2.784
784,1,27.186
785,-1,0.318
786,-1,4.266
787,1,0.348
788,0,401.664
789,1,503.55
790,0,1023.852
791,-1,283.5
792,1,1441.602
793,0,24.666
794,1,1.152
795,1,0.36600000000000005
796,1,2.586
797,-1,0.318
798,1,17.514
799,1,12.564
800,1,0.7320000000000001
801,1,1.9980000000000002
802,1,3.168
803,0,11.118
804,1,1.848
805,0,0.23399999999999999
806,1,162173.43600000002
807,1,1.086
808,1,1.9500000000000002
809,1,0.46799999999999997
810,1,1.248
811,0,757.5
812,-1,8.634
813,1,577.086
814,1,1.134
815,1,10.283999999999999
816,1,2356.182
817,0,0.318
818,-1,23.352
819,1,137.016
820,1,1.752
821,-1,1.032
822,1,3.186
823,-1,2.3160000000000003
824,1,5016.6179999999995
825,1,92.43599999999999
826,0,1.848
827,1,0.0
828,1,0.0
829,1,5.718
830,1,0.066
831,1,0.114
832,1,94.566
833,0,0.9840000000000001
834,1,22.302
835,-1,0.348
836,1,1.686
837,-1,17.586000000000002
838,-1,0.552
839,-1,4.566
840,1,0.636
841,1,0.336
842,1,0.534
843,1,2.418
844,0,344.316
845,1,2.934
846,-1,2.514
847,-1,4.614
848,1,2130.918
849,1,1.764
850,1,2.214
851,1,5416.152
852,1,1.248
853,1,1.1640000000000001
854,-1,2.634
855,1,24424.152000000002
856,1,77.736
857,0,16.536
858,1,6.282
859,1,0.432
860,0,169.548
861,1,0.75
862,-1,1.602
863,1,242.96400000000003
864,0,0.486
865,1,2447.4840000000004
866,1,17.598
867,1,48.300000000000004
868,0,19.284000000000002
869,-1,1.65
870,1,1040.1000000000001
871,1,7410.318
872,1,0.348
873,1,6.264
874,1,7149.647999999999
875,1,3.3480000000000003
876,-1,5.466
877,-1,15.732
878,-1,3.834
879,1,51.9
880,1,0.28200000000000003
881,1,2.634
882,1,275.466
883,0,2.0820000000000003
884,1,7.134
885,1,1.416
886,1,2.2319999999999998
887,-1,0.28200000000000003
888,1,2.034
889,1,68.184
890,0,0.102
891,-1,1341.5159999999998
892,1,493.06800000000004
893,-1,9.636
894,1,0.7979999999999999
895,1,1131.966
896,1,2.718
897,0,2.634
898,-1,2.064
899,-1,1436.934
900,1,104.982
901,1,0.414
902,-1,1.4640000000000002
903,1,0.114
904,1,1.152
905,1,0.15
906,0,19.698
907,0,2.514
908,0,1.416
909,1,2840.982
910,1,1.902
911,0,1109.718
912,0,7.602
913,0,0.066
914,0,0.102
915,1,425.598
916,1,2245.1519999999996
917,1,1.3499999999999999
918,0,0.252
919,1,0.414
920,1,1.236
921,1,0.9359999999999999
922,1,1839.252
923,0,2.0820000000000003
924,1,41.052
925,1,53.664
926,-1,0.648
927,1,0.8999999999999999
928,1,3.984
929,1,0.618
930,0,5.3999999999999995
931,0,2.598
932,0,4.433999999999999
933,1,5.586
934,1,0.636
935,1,3.636
936,1,0.384
937,1,172.464
938,1,126.102
939,-1,7.434
940,0,0.348
941,-1,1659.036
942,1,2.568
943,1,1.182
944,1,0.102
945,-1,1.686
946,1,1.584
947,-1,607.002
948,1,2.514
949,-1,0.768
950,1,149.532
951,0,1.1640000000000001
952,1,2.352
953,0,0.132
954,1,36.468
955,1,0.348
956,1,0.36600000000000005
957,1,0.7320000000000001
958,1,120.048
959,-1,0.318
960,0,0.5640000000000001
961,0,0.44999999999999996
962,-1,7807.032
963,1,0.102
964,1,0.048
965,1,8.634
966,1,74.05199999999999
967,1,544.566
968,0,0.7979999999999999
969,1,1.0139999999999998
970,1,0.786
971,-1,1.266
972,1,1.548
973,0,1.1640000000000001
974,1,2.802
975,1,2.2319999999999998
976,-1,2.0820000000000003
977,0,0.834
978,1,7.368
979,1,2.286
980,-1,42313.314
981,0,146.916
982,1,34.733999999999995
983,1,71233.068
984,1,16.686
985,-1,3.318
986,-1,1.3499999999999999
987,0,0.618
988,1,42.264
989,1,2.664
990,1,22.518
991,1,992.4480000000001
992,1,1.098
993,1,580.434
994,1,2.514
995,0,1102.452
996,1,0.684
997,1,4665.534
998,-1,0.8999999999999999
999,0,0.684
1000,0,22.716
1001,1,0.8999999999999999
1002,-1,3032.502
1003,1,0.864
1004,1,4131.516
1005,1,0.9840000000000001
1006,1,1.236
1007,1,940.9019999999999
1008,1,1.4640000000000002
1009,0,36.564
1010,-1,0.486
1011,-1,958.3320000000001
1012,1,1.482
1013,-1,2.616
1014,0,17.616000000000003
1015,-1,3.414
1016,-1,32.064
1017,-1,3.516
1018,-1,126.768
1019,1,7.116
1020,-1,14.616000000000001
1021,1,0.28200000000000003
1022,1,0.648
1023,1,0.114
1024,1,0.168
1025,1,1.152
1026,1,1.668
1027,1,0.684
1028,1,1.098
1029,0,16.398
1030,1,0.834
1031,1,2.586
1032,-1,6.366
1033,1,1.134
1034,1,5.1000000000000005
1035,0,1.4340000000000002
1036,1,9.102
1037,1,6.5520000000000005
1038,-1,3785.232
1039,1,0.198
1040,1,1.3499999999999999
1041,1,0.966
1042,1,1.134
1043,1,75.498
1044,-1,0.9840000000000001
1045,1,1.548
1046,1,0.36600000000000005
1047,1,0.966
1048,0,6.617999999999999
1049,-1,97.836
1050,1,1.3980000000000001
1051,0,0.486
1052,1,18.75
1053,1,0.9480000000000001
1054,-1,11.616
1055,0,201.684
1056,1,1319.532
1057,0,37.866
1058,1,0.318
1059,-1,1.698
1060,1,1.482
1061,1,1.416
1062,1,1.914
1063,-1,1.248
1064,1,1.518
1065,0,0.336
1066,0,46.686
1067,1,48.75
1068,1,52.536
1069,1,0.048
1070,1,1.782
1071,-1,832.7819999999999
1072,1,3.618
1073,0,8.766
1074,1,7028.616
1075,0,0.114
1076,1,17.982000000000003
1077,1,0.786
1078,0,0.552
1079,1,2.5020000000000002
1080,1,1.602
1081,0,0.048
1082,1,0.44999999999999996
1083,1,1.4340000000000002
1084,1,0.8520000000000001
1085,1,33.233999999999995
1086,1,0.036
1087,-1,145.86599999999999
1088,0,1272.882
1089,1,756.432
1090,-1,11.148
1091,-1,2.586
1092,0,1.302
1093,0,2.532
1094,0,3.15
1095,0,139.464
1096,1,347.286
1097,0,0.384
1098,-1,0.9179999999999999
1099,1,27.701999999999998
1100,1,0.618
1101,1,4.901999999999999
1102,1,1349.748
1103,-1,0.168
1104,0,0.5820000000000001
1105,1,0.9179999999999999
1106,1,0.7140000000000001
1107,1,2395.95
1108,1,2.25
1109,0,9.318
1110,-1,3.9360000000000004
1111,-1,66.93599999999999
1112,1,0.318
1113,-1,1.4640000000000002
1114,-1,6.432
1115,-1,0.318
1116,1,1.734
1117,1,42.15
1118,0,1281.1499999999999
1119,-1,179.418
1120,-1,0.384
1121,-1,0.648
1122,-1,1.236
1123,0,1.2
1124,0,59.4
1125,-1,0.0
1126,1,4.236
1127,1,0.384
1128,0,216.918
1129,-1,1.9980000000000002
1130,-1,20.214
1131,0,7.199999999999999
1132,1,1.8359999999999999
1133,1,2.418
1134,1,135.414
1135,1,161.382
1136,1,1.716
1137,-1,0.186
1138,-1,23.334000000000003
1139,1,0.132
1140,1,2.1479999999999997
1141,1,106395.94799999999
1142,1,4.284000000000001
1143,0,7.164000000000001
1144,1,0.552
1145,-1,349.39799999999997
1146,1,0.75
1147,1,64.914
1148,-1,1.716
1149,-1,2.1479999999999997
1150,1,1.284
1151,1,1.8359999999999999
1152,0,332.316
1153,1,1.536
1154,1,9.048
1155,1,119.034
1156,1,0.252
1157,-1,5.513999999999999
1158,1,0.15
1159,1,1530.282
1160,1,2.016
1161,1,9.384
1162,0,0.318
1163,0,1375.482
1164,1,1.614
1165,0,9.75
1166,1,95.118
1167,1,209.268
1168,-1,2.934
1169,1,3.666
1170,-1,27.75
1171,1,16.566000000000003
1172,0,0.432
1173,1,1.152
1174,1,0.9480000000000001
1175,1,1.782
1176,1,0.198
1177,-1,7.452
1178,-1,17.166
1179,1,0.066
1180,1,0.318
1181,1,3.7319999999999998
1182,1,1.002
1183,1,0.8999999999999999
1184,1,2.418
1185,1,2.1479999999999997
1186,1,0.432
1187,0,0.882
1188,0,8.532
1189,-1,3.018
1190,-1,6.336
1191,1,2043.948
1192,1,1.602
1193,0,44.184000000000005
1194,1,913.998
1195,1,4.5
1196,1,1.1640000000000001
1197,0,1.902
1198,1,0.7140000000000001
1199,0,0.336
1200,-1,1.932
1201,1,4.998
1202,-1,0.23399999999999999
1203,0,0.552
1204,1,3.264
1205,1,2963.982
1206,0,159.14999999999998
1207,1,1.218
1208,1,0.264
1209,-1,0.252
1210,-1,0.066
1211,1,0.768
1212,1,2.268
1213,1,2.586
1214,0,1.284
1215,-1,0.186
1216,0,0.168
1217,1,2.436
1218,1,0.198
1219,1,0.384
1220,1,3.0
1221,1,5.682
1222,1,31.836
1223,1,0.23399999999999999
1224,-1,0.402
1225,-1,36.036
1226,1,4.667999999999999
1227,0,2.118
1228,-1,0.186
1229,1,0.44999999999999996
1230,1,5.814
1231,1,62.681999999999995
1232,0,1.002
1233,1,35.502
1234,0,1.602
1235,0,3.768
1236,1,8.4
1237,1,954.498
1238,1,1.482
1239,0,4221.468
1240,-1,4.2
1241,1,16339.349999999999
1242,1,4465.332
1243,0,4.218
1244,-1,0.5640000000000001
1245,0,91.78200000000001
1246,1,6.198
1247,0,1.332
1248,0,4.998
1249,1,23.736
1250,-1,1.068
1251,-1,4.5
1252,-1,20.616
1253,1,219.25199999999998
1254,1,2.184
1255,-1,2.652
1256,-1,60.75
1257,1,3.7979999999999996
1258,1,7.398000000000001
1259,1,8.784
1260,1,1.314
1261,1,1736.202
1262,1,1.548
1263,0,9.948
1264,1,0.46799999999999997
1265,1,0.7979999999999999
1266,1,1.032
1267,1,0.516
1268,-1,0.9179999999999999
1269,1,3209.286
1270,-1,1.632
1271,1,3.3659999999999997
1272,1,5.502000000000001
1273,1,1.668
1274,0,1.9500000000000002
1275,0,4.482
1276,1,0.75
1277,1,1764.882
1278,1,2.136
1279,-1,7.314
1280,-1,3.786
1281,1,0.6
1282,-1,14.352
1283,1,2.598
1284,1,95587.8
1285,1,4.152
1286,-1,1.686
1287,1,14166.047999999999
1288,1,0.966
1289,0,277.086
1290,1,0.9179999999999999
1291,1,4.050000000000001
1292,1,0.46799999999999997
1293,0,10.014
1294,1,1966.2659999999998
1295,0,1.716
1296,1,1467.486
1297,1,1.152
1298,-1,0.8999999999999999
1299,-1,0.336
1300,1,69.61800000000001
1301,-1,5.502000000000001
1302,1,1155.252
1303,0,1.716
1304,1,1.584
1305,1,90.88199999999999
1306,1,3.564
1307,1,2171.736
1308,1,8.016
1309,-1,6.965999999999999
1310,1,3.048
1311,-1,8.982
1312,-1,23.532
1313,1,1.902
1314,-1,2.1479999999999997
1315,1,0.864
1316,1,0.216
1317,-1,1.134
1318,0,3.564
1319,1,1039.3139999999999
1320,1,5.8500000000000005
1321,0,1.3980000000000001
1322,1,17.814
1323,1,0.432
1324,1,8.814
1325,-1,665.3639999999999
1326,1,1.386
1327,1,9.75
1328,1,4.716
1329,1,12.882
1330,1,194.082
1331,1,2.634
1332,0,3.384
1333,1,3.114
1334,1,1.314
1335,1,0.6
1336,1,2.1
1337,1,1.632
1338,1,3413.5980000000004
1339,-1,1.9680000000000002
1340,1,0.9359999999999999
1341,0,10.001999999999999
1342,1,4.548
1343,1,5.502000000000001
1344,1,241.03199999999998
1345,1,4.998
1346,1,0.9179999999999999
1347,1,1.302
1348,1,10.548
1349,0,0.75
1350,1,5.466
1351,1,0.414
1352,1,3.636
1353,1,0.384
1354,1,0.384
1355,1,1.1159999999999999
1356,1,24.618
1357,1,4.386
1358,-1,0.264
1359,1,1.284
1360,0,14.25
1361,0,67.266
1362,1,1.932
1363,1,15.9
1364,-1,3.5820000000000003
1365,-1,1118.952
1366,-1,1.1159999999999999
1367,1,1254.6
1368,1,25.535999999999998
1369,-1,136.086
1370,1,0.7320000000000001
1371,1,0.432
1372,1,470.166
1373,1,0.384
1374,1,1.716
1375,-1,3.318
1376,1,5.982
1377,1,5.964
1378,-1,4092.486
1379,1,4308.102
1380,1,63.9
1381,1,26.436
1382,-1,1.482
1383,1,0.336
1384,1,0.198
1385,1,0.5640000000000001
1386,1,106.998
1387,1,289.248
1388,1,0.114
1389,1,0.102
1390,1,0.636
1391,1,0.084
1392,1,0.618
1393,1,0.084
1394,1,0.23399999999999999
1395,1,0.114
1396,1,0.114
1397,1,1.1640000000000001
1398,1,0.9359999999999999
1399,1,0.216
1400,0,3.8519999999999994
1401,1,3916.716
1402,1,45.684
1403,1,2.0820000000000003
1404,0,3.216
1405,0,3.048
1406,1,1.416
1407,-1,2.85
1408,1,38.268
1409,1,15.168000000000001
1410,1,8770.134
1411,1,10.5
1412,-1,5.082
1413,1,0.5640000000000001
1414,0,1.848
1415,1,1757.55
1416,0,0.048
1417,1,1.0139999999999998
1418,-1,22.602
1419,-1,9.264000000000001
1420,1,1.602
1421,1,1.1640000000000001
1422,1,1.9500000000000002
1423,1,0.5640000000000001
1424,-1,0.516
1425,1,1.752
1426,1,2.682
1427,-1,108.0
1428,-1,3.7319999999999998
