,res_time
553,3.132
554,0.23399999999999999
555,2.298
556,4.848
557,1.3980000000000001
558,2.5020000000000002
559,27.486
560,11.831999999999999
561,0.7020000000000001
562,1.2
563,27.516000000000002
564,0.384
565,0.216
566,11.315999999999999
567,0.486
568,6.497999999999999
569,3.018
570,5626.368
571,2.484
572,0.498
573,0.0
574,11.382
575,0.336
576,12.0
577,1.152
578,2.016
579,3.3480000000000003
580,152.25
581,0.0
582,25.164
583,0.402
584,0.0
585,25665.786
586,69.45
587,6.486
588,40.464
589,0.46799999999999997
590,0.264
591,2.2020000000000004
592,4.284000000000001
593,11.165999999999999
594,0.8520000000000001
595,803.868
596,5.586
597,19993.566
598,2077.398
599,5.3999999999999995
600,6.45
601,0.486
602,0.768
603,3.1020000000000003
604,6.45
605,141.564
606,0.384
607,37.614000000000004
608,0.36600000000000005
609,0.0
610,1.1159999999999999
611,2.2319999999999998
612,0.432
613,105.66600000000001
614,2.418
615,13.482000000000001
616,34.302
617,2.4659999999999997
618,7.968
619,55.668
620,2.952
621,0.132
622,6.066
623,0.786
624,0.552
625,240.864
626,0.018
627,4.566
628,3988.3140000000003
629,4.032
630,0.498
631,2.664
632,1.902
633,3.4979999999999998
634,39.198
635,386.65200000000004
636,0.3
637,2.4659999999999997
638,17103.102
639,369.882
640,0.318
641,26123.202
642,14.915999999999999
643,0.3
644,6.834
645,1.632
646,0.102
647,3.252
648,0.114
649,2.616
650,15.9
651,0.498
652,1.0139999999999998
653,1.884
654,107.35199999999999
655,3.402
656,6.582000000000001
657,22.331999999999997
658,952.8000000000001
659,0.666
660,1.302
661,8.7
662,0.8520000000000001
663,1.182
664,4.032
665,6.402
666,0.0
667,7.134
668,2.136
669,1.536
670,0.8999999999999999
671,1.236
672,0.834
673,3.0
674,1133.232
675,26.016
676,5.484
677,0.9359999999999999
678,44.214
679,633.4019999999999
680,1.386
681,9.366
682,10.697999999999999
683,0.15
684,0.0
685,3.3
686,5.952
687,0.516
688,1.1640000000000001
689,2.034
690,5.8500000000000005
691,97.218
692,0.6
693,26.7
694,10.518
695,1.032
696,3.9360000000000004
697,0.0
698,7.182
699,45.384
700,2.364
701,2.268
702,39.102
703,175.152
704,14650.686
705,1.266
706,18.552
707,8871.198
708,659.364
709,0.114
710,0.834
711,4.2
712,12.786000000000001
713,6.851999999999999
714,0.8999999999999999
715,10.482
716,111.816
717,2099.352
718,4.667999999999999
719,2.364
720,0.084
721,6.114
722,5.568
723,0.834
724,1.902
725,1.002
726,3.084
727,0.15
728,1803.384
729,2.952
730,1.068
731,10.248000000000001
732,1.1159999999999999
733,3.786
734,30224.052
735,82.71600000000001
736,1.716
737,0.348
738,88.36800000000001
739,3.552
740,1.698
741,3.234
742,122.286
743,5.568
744,0.6
745,2.964
746,9.45
747,3687.8340000000003
748,1.086
749,2.718
750,1.65
751,1.3499999999999999
752,0.618
753,1.3499999999999999
754,27.348
755,4.716
756,379.182
757,82.398
758,10.697999999999999
759,282.384
760,78.08399999999999
761,281.98199999999997
762,36.19799999999999
763,70.998
764,61.733999999999995
765,1.9980000000000002
766,6899.1
767,2.034
768,30.552
769,2.5020000000000002
770,1.65
771,3.45
772,6734.334
773,808.95
774,1.914
775,2328.264
776,262.90200000000004
777,1.932
778,0.384
779,17.952
780,2.586
781,12990.9
782,95.934
783,73.548
784,517.1519999999999
785,0.414
786,10.032
787,252.582
788,2.898
789,2912.448
790,0.0
791,0.0
792,112.998
793,0.23399999999999999
794,2.3339999999999996
795,104.316
796,1.218
797,6.348000000000001
798,1.368
799,1228.584
800,1.248
801,87.402
802,3.5340000000000003
803,56.634
804,6.684
805,1.098
806,0.186
807,0.618
808,2.2020000000000004
809,14.382
810,61.050000000000004
811,0.552
812,0.168
813,1.416
814,453.918
815,92.51400000000001
816,0.15
817,0.102
818,662.952
819,10056.366
820,2592.186
821,5.6339999999999995
822,9.414000000000001
823,0.198
824,3.786
825,2.298
826,0.75
827,10.35
828,0.402
829,0.666
830,0.348
831,0.198
832,24.036
833,0.684
834,15.497999999999998
835,0.75
836,0.0
837,7.368
838,4.4639999999999995
839,1225.164
840,0.23399999999999999
841,2.652
842,11.814
843,0.036
844,2.298
845,1154.352
846,19.650000000000002
847,0.384
848,0.084
849,0.216
850,0.102
851,5.484
852,238.902
853,11350.668
854,148.35000000000002
855,0.066
856,11.034
857,1.416
858,1.086
859,1.032
860,0.036
861,6.936
862,3.9360000000000004
863,0.15
864,6.402
865,4.6979999999999995
866,0.6
867,3.684
868,46.098
869,0.9359999999999999
870,0.018
871,11.700000000000001
872,0.0
873,0.048
874,0.552
875,0.432
876,1318.002
877,0.318
878,1.668
879,1.518
880,0.036
881,1.086
882,0.75
883,3.75
884,404.93399999999997
885,8.748000000000001
886,4.632000000000001
887,1.9500000000000002
888,17.898
889,3.282
890,2.214
891,0.9179999999999999
892,15.251999999999999
893,1.416
894,0.816
895,2.568
896,8.916
897,0.9179999999999999
898,11.25
899,0.0
900,1.566
901,1456.2179999999998
902,3462.2999999999997
903,3.216
904,1.518
905,0.8999999999999999
906,113.664
907,2.616
908,2.5500000000000003
909,9.036000000000001
910,0.0
911,3.186
912,0.36600000000000005
913,29.55
914,5.082
915,2.184
916,119.964
917,11214.552
918,0.084
919,1857.75
920,242994.066
921,0.75
922,1.098
923,14.886
924,9683.364
925,694.566
926,1.3980000000000001
927,4.614
928,1.686
929,6169.518
930,0.28200000000000003
931,4.734
932,0.8520000000000001
933,1055.7839999999999
934,0.0
935,7.818
936,0.0
937,7.95
938,0.15
939,27.3
940,2.616
941,49.716
942,18.581999999999997
943,3.7319999999999998
944,47.1
945,1.152
946,55.932
947,1405.536
948,4.65
949,14.033999999999999
950,19.116
951,77690.298
952,427.002
953,295.51800000000003
954,2.418
955,2.352
956,7.416
957,4.836
958,1.098
959,1.548
960,4.5
961,2.034
962,0.5820000000000001
963,0.15
964,0.516
965,1.698
966,44.916000000000004
967,6529.536
968,1.632
969,2.2020000000000004
970,1.5
971,0.7020000000000001
972,3.786
973,1.584
974,0.498
975,1354.668
976,16.163999999999998
977,95.982
978,1.1159999999999999
979,0.768
980,37.385999999999996
981,0.432
982,35.568
983,0.9359999999999999
984,1.482
985,19.883999999999997
986,1116.864
987,1.668
988,10.668000000000001
989,0.7979999999999999
990,107.96400000000001
991,11.664
992,0.7020000000000001
993,1.4640000000000002
994,9.516
995,3.4859999999999998
996,0.46799999999999997
997,0.36600000000000005
998,1.284
999,0.066
1000,8.898
1001,0.0
1002,0.402
1003,0.864
1004,1.566
1005,3.516
1006,0.15
1007,1326.5159999999998
1008,3.564
1009,50.952
1010,84.28200000000001
1011,0.198
1012,0.8520000000000001
1013,1.4640000000000002
1014,0.168
1015,0.666
1016,27.936
1017,2.514
1018,0.0
1019,1.9859999999999998
1020,1.086
1021,1.248
1022,1.668
1023,17.814
1024,111.132
1025,430.134
1026,298.06800000000004
1027,0.684
1028,3.45
1029,7.848
1030,0.9359999999999999
1031,6.366
1032,7.398000000000001
1033,1.1640000000000001
1034,0.084
1035,0.552
1036,691.734
1037,0.5640000000000001
1038,3340.6679999999997
1039,1.3499999999999999
1040,3593.418
1041,2.3160000000000003
1042,1.914
1043,49.386
1044,0.132
1045,1.632
1046,4.548
1047,0.0
1048,3.7319999999999998
1049,0.618
1050,0.15
1051,0.75
1052,4.998
1053,0.5820000000000001
1054,1.548
1055,0.102
1056,90.53399999999999
1057,2.85
1058,923.484
1059,2.268
1060,0.7140000000000001
1061,412.818
1062,2.85
1063,7.398000000000001
1064,0.168
1065,183.56400000000002
1066,0.786
1067,1.848
1068,1.218
1069,0.414
1070,21.768
1071,43.013999999999996
1072,12.048
1073,1.884
1074,6.1499999999999995
1075,0.816
1076,0.498
1077,4.416
1078,0.0
1079,5.832
1080,0.816
1081,895.602
1082,138.684
1083,0.018
1084,1.9980000000000002
1085,312.6
1086,5.484
1087,1.584
1088,93.936
1089,0.666
1090,55.218
1091,2.214
1092,0.168
1093,0.5820000000000001
1094,0.348
1095,3.984
1096,4393.8
1097,1335.516
1098,62.868
1099,0.384
1100,28.5
1101,2.214
1102,0.636
1103,0.318
1104,5.118
1105,878.898
1106,3.132
1107,0.066
1108,0.336
1109,1.0139999999999998
1110,0.5640000000000001
1111,0.6
1112,1142.814
1113,98.982
1114,102.114
1115,3.1020000000000003
1116,6.186
1117,13.764
1118,25.535999999999998
1119,3105.4680000000003
1120,2.25
1121,626.418
1122,5.382
1123,1.518
1124,0.23399999999999999
1125,2.598
1126,1.068
1127,1.932
1128,189.684
1129,0.414
1130,1.668
1131,9.186
1132,11712.0
1133,140.982
1134,0.0
1135,1.2
1136,0.0
1137,2.832
1138,1.368
1139,0.264
1140,0.0
1141,19.968
1142,4.716
1143,305.88599999999997
1144,0.132
1145,0.402
1146,76.76400000000001
1147,15.564000000000002
1148,4.416
1149,0.5640000000000001
1150,26.484
1151,0.516
1152,77.25
1153,0.0
1154,0.0
1155,1.302
1156,1.218
1157,2.268
1158,0.9359999999999999
1159,2.214
1160,0.0
1161,0.8520000000000001
1162,0.834
1163,0.666
1164,1486.266
1165,0.882
1166,13.5
1167,3.75
1168,4866.947999999999
1169,1049.286
1170,2.436
1171,0.5820000000000001
1172,0.102
1173,4.764
1174,96.15
1175,0.648
1176,6.036
1177,1.314
1178,0.264
1179,8.081999999999999
1180,2.298
1181,0.432
1182,125.502
1183,77.466
1184,6.366
1185,2.2319999999999998
1186,1.152
1187,2.784
1188,1.05
1189,1.314
1190,0.0
1191,0.018
1192,1.5
1193,0.414
1194,0.23399999999999999
1195,1.914
1196,7.482
1197,6.714
1198,14.1
1199,1583.298
1200,10.752
1201,4.818
1202,0.3
1203,0.44999999999999996
1204,2.382
1205,0.618
1206,95.298
1207,1.3499999999999999
1208,1.002
1209,10.914
1210,1.266
1211,1.218
1212,0.414
1213,39.215999999999994
1214,2.598
1215,1485.0
1216,0.9179999999999999
1217,0.186
1218,3627.618
1219,6.366
1220,1.548
1221,0.0
1222,316.752
1223,0.252
1224,0.498
1225,6.731999999999999
1226,1.584
1227,48.966
1228,2.718
1229,0.102
1230,4.314
1231,3.132
1232,23.718
1233,7.0680000000000005
1234,0.882
1235,7.4639999999999995
1236,0.768
1237,0.018
1238,7.085999999999999
1239,38928.336
1240,2.652
1241,0.7320000000000001
1242,39.534000000000006
1243,879.0360000000001
1244,4.752000000000001
1245,0.666
1246,781.35
1247,0.666
1248,1.566
1249,10.368
1250,30.983999999999998
1251,1.386
1252,1.8359999999999999
1253,1255.536
1254,2.4659999999999997
1255,1061.4180000000001
1256,441.834
1257,9.252
1258,1.2
1259,20.567999999999998
1260,1.566
1261,22.686
1262,66.882
1263,8.682
1264,7.116
1265,50.502
1266,1.086
1267,7753.014000000001
1268,18.264
1269,13.950000000000001
1270,1.9859999999999998
1271,0.0
1272,361.536
1273,1.284
1274,10.902
1275,4.050000000000001
1276,4.452
1277,6.414
1278,1.134
1279,295.098
1280,0.0
1281,0.786
1282,14.064
1283,16.848
1284,0.402
1285,771.132
1286,1.266
1287,0.348
1288,5.064
1289,0.0
1290,6.816000000000001
1291,0.0
1292,0.7979999999999999
1293,0.834
1294,15.431999999999999
1295,0.44999999999999996
1296,0.648
1297,1.386
1298,378.864
1299,93.102
1300,0.618
1301,3.048
1302,9.648
1303,0.3
1304,5430.666
1305,8.081999999999999
1306,69.582
1307,0.432
1308,1062.852
1309,0.9179999999999999
1310,1.302
1311,900.102
1312,0.198
1313,0.252
1314,657.114
1315,0.0
1316,1.698
1317,4.632000000000001
1318,0.102
1319,141.516
1320,9.966
1321,2.166
1322,936.2819999999999
1323,0.0
1324,0.15
1325,2.484
1326,10.734
1327,141363.234
1328,0.048
1329,6.948
1330,0.0
1331,4.032
1332,1.566
1333,7.266
1334,3.432
1335,1836.786
1336,1.452
1337,16.548
1338,1.548
1339,32.034000000000006
1340,0.348
1341,0.018
1342,0.864
1343,725.8320000000001
1344,664.314
1345,99.666
1346,7.998
1347,1.536
1348,12.366
1349,18.684
1350,42.252
1351,6202.068
1352,0.7320000000000001
1353,0.168
1354,0.15
1355,0.8999999999999999
1356,1.002
1357,4.602
1358,3.9179999999999997
1359,0.8999999999999999
1360,26.586
1361,9.216
1362,2.016
1363,2.136
1364,0.264
1365,8.501999999999999
1366,0.36600000000000005
1367,25.782
1368,1.386
1369,6.3839999999999995
1370,1.764
1371,0.44999999999999996
1372,1039.434
1373,20.982
1374,0.186
1375,7.398000000000001
1376,1.134
1377,1.236
1378,3.7979999999999996
1379,0.132
1380,2.3339999999999996
1381,17.718
1382,1.65
1383,1.536
1384,2869.8480000000004
1385,5.9159999999999995
1386,4.9319999999999995
1387,2483.016
1388,0.198
1389,14.597999999999999
1390,6.834
1391,0.336
1392,0.618
1393,0.7020000000000001
1394,0.8999999999999999
1395,129.102
1396,2.1
1397,3.5340000000000003
1398,68.484
1399,1.3499999999999999
1400,0.414
1401,0.336
1402,7104.252
1403,36513.75
1404,0.336
1405,8.081999999999999
1406,110.784
1407,52.002
1408,68.568
1409,0.0
1410,80.982
1411,2.6999999999999997
1412,0.0
1413,0.882
1414,1.314
1415,0.7020000000000001
1416,0.0
1417,0.0
1418,3.834
1419,4.95
1420,0.966
1421,983.25
1422,1.716
1423,0.336
1424,1707.786
1425,1.668
1426,1.332
1427,1.05
1428,0.018
1429,0.44999999999999996
1430,0.336
1431,1.566
1432,3.636
1433,0.114
1434,8.802
1435,0.0
1436,8.136
1437,1.584
1438,2.748
1439,0.198
1440,4.050000000000001
1441,917.8499999999999
1442,45.282000000000004
1443,2.034
1444,3.414
1445,9.534
1446,0.816
1447,31.200000000000003
1448,614.7180000000001
1449,0.768
1450,0.46799999999999997
1451,2.934
1452,13.235999999999999
1453,0.348
1454,10855.032000000001
1455,1144.266
1456,1.368
1457,2.832
1458,0.132
1459,32.718
1460,2.748
1461,0.168
1462,9.852
1463,1.368
1464,2.4480000000000004
1465,3.186
1466,12.834
1467,0.0
1468,1585.452
1469,0.264
1470,0.5640000000000001
1471,8.7
1472,1.782
1473,0.516
1474,1.236
1475,0.216
1476,0.0
1477,0.0
1478,5.502000000000001
1479,2.916
1480,2.3160000000000003
1481,6131.082
1482,0.7979999999999999
1483,1.452
1484,0.834
1485,56.382
1486,1723.95
1487,4580.298000000001
1488,3.684
1489,0.3
1490,0.3
1491,63.94800000000001
1492,0.0
1493,3.402
1494,0.168
1495,1.518
1496,6.851999999999999
1497,0.666
1498,10.649999999999999
1499,3.8160000000000003
1500,1.452
1501,2.064
1502,8176.548000000001
1503,0.186
1504,0.486
1505,1.7999999999999998
1506,5.1000000000000005
1507,4.734
1508,0.7020000000000001
1509,0.348
1510,0.816
1511,1.314
1512,0.28200000000000003
1513,664.932
1514,1.05
1515,6.702
1516,1.482
1517,4.4639999999999995
1518,16265.016
1519,977.0820000000001
1520,434.59799999999996
1521,4.566
1522,19.836
1523,1.7999999999999998
1524,3.384
1525,17.268
1526,8.718
1527,3.864
1528,44.148
1529,1.818
1530,0.516
1531,1.1640000000000001
1532,2.016
1533,60.714
1534,85.19999999999999
1535,5.064
1536,10.086
1537,87.49799999999999
1538,8110.134
1539,4.968
1540,1.098
1541,4.667999999999999
1542,0.348
1543,0.414
1544,0.348
1545,7.998
1546,0.23399999999999999
1547,11.118
1548,2.136
1549,33.216
1550,13126.152
1551,227.802
1552,2.184
1553,6.617999999999999
1554,1975.668
1555,210.702
1556,276.73199999999997
1557,9.852
1558,1.068
1559,0.7979999999999999
1560,62.400000000000006
1561,8.886000000000001
1562,0.636
1563,3.5820000000000003
1564,14.85
1565,193.01399999999998
1566,4.085999999999999
1567,0.23399999999999999
1568,6.336
1569,0.9840000000000001
1570,0.75
1571,77.96400000000001
1572,0.216
1573,2723.214
1574,9.264000000000001
1575,0.8520000000000001
1576,0.114
1577,5.55
1578,148.464
1579,1.302
1580,0.768
1581,7.032
1582,4.65
1583,0.084
1584,2.166
1585,0.0
1586,1.302
1587,2.934
1588,2.598
1589,13.5
1590,0.0
1591,1720.416
1592,0.402
1593,2.814
1594,86.166
1595,6.252
1596,24.768
1597,2.166
1598,0.402
1599,58.164
1600,7.368
1601,0.432
1602,2.4
1603,0.816
1604,3.5820000000000003
1605,5.382
1606,1.248
1607,0.498
1608,8.85
1609,1.284
1610,1.9980000000000002
1611,102.852
1612,685.65
1613,0.432
1614,0.0
1615,11.586
1616,932.466
1617,114.564
1618,72.28200000000001
1619,0.384
1620,9.216
1621,4.536
1622,0.264
1623,0.402
1624,1779.048
1625,22.8
1626,29.886
1627,13.368
1628,1.3499999999999999
1629,1277.214
1630,0.9179999999999999
1631,4.518000000000001
1632,0.216
1633,20.064
1634,29.7
1635,12.617999999999999
1636,1.536
1637,0.28200000000000003
1638,1.248
1639,2.982
1640,7.134
1641,3.066
1642,0.0
1643,1.218
1644,4.901999999999999
1645,78.198
1646,3.3
1647,12.0
1648,189.636
1649,1.614
1650,1.134
1651,0.28200000000000003
1652,0.618
1653,61.098
1654,1.716
1655,0.816
1656,0.7020000000000001
1657,3772.734
1658,0.018
1659,0.0
1660,0.834
1661,0.402
1662,2.4480000000000004
1663,0.15
1664,0.684
1665,0.486
1666,2.964
1667,0.402
1668,39.94799999999999
1669,176.63400000000001
1670,5.418
1671,0.348
1672,6.851999999999999
1673,1.536
1674,0.0
1675,3.0
1676,0.318
1677,0.44999999999999996
1678,67.848
1679,120.834
1680,1.266
1681,1750.2839999999999
1682,0.186
1683,0.0
1684,148.284
1685,9.384
1686,1213.332
1687,58.602000000000004
1688,2.952
1689,19.614
1690,1.536
1691,6.684
1692,24.966
1693,2.166
1694,0.132
1695,5.268
1696,67.28399999999999
1697,0.252
1698,0.084
1699,84.084
1700,100.416
1701,0.516
1702,3.7979999999999996
1703,0.75
1704,1266.084
1705,60.785999999999994
1706,22.086
1707,112.18199999999999
1708,895.602
1709,23.85
1710,4.152
1711,2.1
1712,0.432
1713,3.0
1714,0.648
1715,1.368
1716,126.732
1717,0.0
1718,44.663999999999994
1719,0.6
1720,0.0
1721,0.786
1722,240.198
1723,0.966
1724,5.436
1725,0.7140000000000001
1726,1.932
1727,1.0139999999999998
1728,1.602
1729,98.802
1730,855.048
1731,1.032
1732,25.068
1733,8.934000000000001
1734,4.386
1735,2.136
1736,3.1020000000000003
1737,36.852
1738,0.198
1739,5.082
1740,0.3
1741,1.3499999999999999
1742,14.118
1743,0.552
1744,0.684
1745,7.518
1746,2007.918
1747,152.766
1748,58.199999999999996
1749,0.216
1750,9.186
1751,201.648
1752,0.0
1753,1.248
1754,0.5820000000000001
1755,141.216
1756,30.048000000000002
1757,3.9000000000000004
1758,0.0
1759,9.564
1760,24.264
1761,152.232
1762,1.8659999999999999
1763,1272.852
1764,0.498
1765,1.566
1766,458.7
1767,1.152
1768,1348.1999999999998
1769,4.782
1770,115.30199999999999
1771,1343.568
1772,9.636
1773,1303.95
1774,2.2020000000000004
1775,8.016
1776,0.3
1777,0.414
1778,3.5340000000000003
1779,0.066
1780,0.3
1781,1.848
1782,0.216
1783,2.784
1784,1.0139999999999998
1785,86.952
1786,0.0
1787,85.182
1788,4.332
1789,3.282
1790,1.248
1791,5.232
1792,1252.932
1793,7201.602000000001
1794,1.716
1795,105.618
1796,0.23399999999999999
1797,79.098
1798,3.786
1799,3.3
1800,0.46799999999999997
1801,0.6
1802,0.318
1803,0.0
1804,0.23399999999999999
1805,49.8
1806,33.516
1807,6.564
1808,5.418
1809,13.818
1810,139.8
1811,0.336
1812,11.814
1813,2.1
1814,11.448
1815,674.202
1816,48.618
1817,4.085999999999999
1818,0.018
1819,86936.052
1820,670.332
1821,6.5520000000000005
1822,0.636
1823,1059.498
1824,0.0
1825,0.966
1826,0.486
1827,0.7140000000000001
1828,15.882
1829,85.248
1830,0.9480000000000001
1831,1.248
1832,1.752
